sample_id,mode,prompt,source_image_path,edge_path,generated_path,canny_mse,clip_similarity
000000002473__000000057725,tau_0p6,A bridge over water with buildings and clock tower in the background.,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\images\000000057725.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\edges\000000002473.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\outputs\combined_experiments\search_100_conflict\tau_0p6\images\000000002473__000000057725.png,0.1106414794921875,0.4855366349220276
000000002473__000000057725,tau_0p75,A bridge over water with buildings and clock tower in the background.,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\images\000000057725.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\edges\000000002473.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\outputs\combined_experiments\search_100_conflict\tau_0p75\images\000000002473__000000057725.png,0.11871719360351562,0.5030871629714966
000000011615__000000213547,naive_combined,Woman holding a small birthday cake rides a coin-operated children's ride in a convenience store.,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\images\000000213547.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\edges\000000011615.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\outputs\combined_experiments\search_100_conflict\naive_combined\images\000000011615__000000213547.png,0.12448883056640625,0.463345468044281
000000011615__000000213547,tau_0p25,Woman holding a small birthday cake rides a coin-operated children's ride in a convenience store.,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\images\000000213547.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\edges\000000011615.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\outputs\combined_experiments\search_100_conflict\tau_0p25\images\000000011615__000000213547.png,0.18771743774414062,0.6432298421859741
000000011615__000000213547,tau_0p4,Woman holding a small birthday cake rides a coin-operated children's ride in a convenience store.,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\images\000000213547.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\edges\000000011615.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\outputs\combined_experiments\search_100_conflict\tau_0p4\images\000000011615__000000213547.png,0.18904876708984375,0.5802992582321167
000000011615__000000213547,tau_0p5,Woman holding a small birthday cake rides a coin-operated children's ride in a convenience store.,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\images\000000213547.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\edges\000000011615.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\outputs\combined_experiments\search_100_conflict\tau_0p5\images\000000011615__000000213547.png,0.1632537841796875,0.5454589128494263
000000011615__000000213547,tau_0p6,Woman holding a small birthday cake rides a coin-operated children's ride in a convenience store.,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\images\000000213547.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\edges\000000011615.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\outputs\combined_experiments\search_100_conflict\tau_0p6\images\000000011615__000000213547.png,0.159881591796875,0.5723159909248352
000000011615__000000213547,tau_0p75,Woman holding a small birthday cake rides a coin-operated children's ride in a convenience store.,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\images\000000213547.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\edges\000000011615.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\outputs\combined_experiments\search_100_conflict\tau_0p75\images\000000011615__000000213547.png,0.167938232421875,0.3855799436569214
000000022396__000000011615,naive_combined,a stack of traffic signs on a pole next to a street.,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\images\000000011615.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\edges\000000022396.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\outputs\combined_experiments\search_100_conflict\naive_combined\images\000000022396__000000011615.png,0.022785186767578125,0.5525680184364319
000000022396__000000011615,tau_0p25,a stack of traffic signs on a pole next to a street.,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\images\000000011615.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\edges\000000022396.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\outputs\combined_experiments\search_100_conflict\tau_0p25\images\000000022396__000000011615.png,0.025295257568359375,0.646428644657135
000000022396__000000011615,tau_0p4,a stack of traffic signs on a pole next to a street.,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\images\000000011615.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\edges\000000022396.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\outputs\combined_experiments\search_100_conflict\tau_0p4\images\000000022396__000000011615.png,0.017490386962890625,0.5928142666816711
000000022396__000000011615,tau_0p5,a stack of traffic signs on a pole next to a street.,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\images\000000011615.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\edges\000000022396.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\outputs\combined_experiments\search_100_conflict\tau_0p5\images\000000022396__000000011615.png,0.017177581787109375,0.5281978249549866
000000022396__000000011615,tau_0p6,a stack of traffic signs on a pole next to a street.,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\images\000000011615.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\edges\000000022396.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\outputs\combined_experiments\search_100_conflict\tau_0p6\images\000000022396__000000011615.png,0.10039520263671875,0.5851297974586487
000000022396__000000011615,tau_0p75,a stack of traffic signs on a pole next to a street.,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\images\000000011615.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\edges\000000022396.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\outputs\combined_experiments\search_100_conflict\tau_0p75\images\000000022396__000000011615.png,0.0260162353515625,0.4993380606174469
000000022479__000000040083,naive_combined,a vintage photo of some people sitting under an umbrella,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\images\000000040083.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\edges\000000022479.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\outputs\combined_experiments\search_100_conflict\naive_combined\images\000000022479__000000040083.png,0.1221771240234375,0.6985796093940735
000000022479__000000040083,tau_0p25,a vintage photo of some people sitting under an umbrella,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\images\000000040083.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\edges\000000022479.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\outputs\combined_experiments\search_100_conflict\tau_0p25\images\000000022479__000000040083.png,0.2145233154296875,0.8708212375640869
000000022479__000000040083,tau_0p4,a vintage photo of some people sitting under an umbrella,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\images\000000040083.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\edges\000000022479.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\outputs\combined_experiments\search_100_conflict\tau_0p4\images\000000022479__000000040083.png,0.15654373168945312,0.8223422765731812
000000022479__000000040083,tau_0p5,a vintage photo of some people sitting under an umbrella,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\images\000000040083.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\edges\000000022479.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\outputs\combined_experiments\search_100_conflict\tau_0p5\images\000000022479__000000040083.png,0.15081405639648438,0.8155897259712219
000000022479__000000040083,tau_0p6,a vintage photo of some people sitting under an umbrella,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\images\000000040083.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\edges\000000022479.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\outputs\combined_experiments\search_100_conflict\tau_0p6\images\000000022479__000000040083.png,0.11551284790039062,0.6979361772537231
000000022479__000000040083,tau_0p75,a vintage photo of some people sitting under an umbrella,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\images\000000040083.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\edges\000000022479.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\outputs\combined_experiments\search_100_conflict\tau_0p75\images\000000022479__000000040083.png,0.11529159545898438,0.637302577495575
000000025986__000000102707,naive_combined,A bottle of water that is ornately placed on the back of a stove.,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\images\000000102707.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\edges\000000025986.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\outputs\combined_experiments\search_100_conflict\naive_combined\images\000000025986__000000102707.png,0.13193130493164062,0.7358001470565796
000000025986__000000102707,tau_0p25,A bottle of water that is ornately placed on the back of a stove.,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\images\000000102707.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\edges\000000025986.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\outputs\combined_experiments\search_100_conflict\tau_0p25\images\000000025986__000000102707.png,0.13241195678710938,0.7603565454483032
000000025986__000000102707,tau_0p4,A bottle of water that is ornately placed on the back of a stove.,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\images\000000102707.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\edges\000000025986.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\outputs\combined_experiments\search_100_conflict\tau_0p4\images\000000025986__000000102707.png,0.14801788330078125,0.6882345676422119
000000025986__000000102707,tau_0p5,A bottle of water that is ornately placed on the back of a stove.,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\images\000000102707.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\edges\000000025986.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\outputs\combined_experiments\search_100_conflict\tau_0p5\images\000000025986__000000102707.png,0.138641357421875,0.634367048740387
000000025986__000000102707,tau_0p6,A bottle of water that is ornately placed on the back of a stove.,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\images\000000102707.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\edges\000000025986.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\outputs\combined_experiments\search_100_conflict\tau_0p6\images\000000025986__000000102707.png,0.1517333984375,0.6521177887916565
000000025986__000000102707,tau_0p75,A bottle of water that is ornately placed on the back of a stove.,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\images\000000102707.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\edges\000000025986.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\outputs\combined_experiments\search_100_conflict\tau_0p75\images\000000025986__000000102707.png,0.1389312744140625,0.6279131174087524
000000033114__000000022396,naive_combined,A commercial plane flying by the perspective of a half moon.,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\images\000000022396.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\edges\000000033114.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\outputs\combined_experiments\search_100_conflict\naive_combined\images\000000033114__000000022396.png,0.06307220458984375,0.7347767949104309
000000033114__000000022396,tau_0p25,A commercial plane flying by the perspective of a half moon.,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\images\000000022396.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\edges\000000033114.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\outputs\combined_experiments\search_100_conflict\tau_0p25\images\000000033114__000000022396.png,0.08289337158203125,0.7265763282775879
000000033114__000000022396,tau_0p4,A commercial plane flying by the perspective of a half moon.,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\images\000000022396.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\edges\000000033114.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\outputs\combined_experiments\search_100_conflict\tau_0p4\images\000000033114__000000022396.png,0.077789306640625,0.7421610951423645
000000033114__000000022396,tau_0p5,A commercial plane flying by the perspective of a half moon.,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\images\000000022396.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\edges\000000033114.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\outputs\combined_experiments\search_100_conflict\tau_0p5\images\000000033114__000000022396.png,0.072998046875,0.7478116750717163
000000033114__000000022396,tau_0p6,A commercial plane flying by the perspective of a half moon.,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\images\000000022396.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\edges\000000033114.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\outputs\combined_experiments\search_100_conflict\tau_0p6\images\000000033114__000000022396.png,0.0994110107421875,0.7334967851638794
000000033114__000000022396,tau_0p75,A commercial plane flying by the perspective of a half moon.,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\images\000000022396.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\edges\000000033114.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\outputs\combined_experiments\search_100_conflict\tau_0p75\images\000000033114__000000022396.png,0.07421875,0.7318493127822876
000000033368__000000403122,naive_combined,A tennis player in a knee brace gets ready to serve the ball.,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\images\000000403122.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\edges\000000033368.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\outputs\combined_experiments\search_100_conflict\naive_combined\images\000000033368__000000403122.png,0.04897308349609375,0.7387242317199707
000000033368__000000403122,tau_0p25,A tennis player in a knee brace gets ready to serve the ball.,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\images\000000403122.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\edges\000000033368.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\outputs\combined_experiments\search_100_conflict\tau_0p25\images\000000033368__000000403122.png,0.08772659301757812,0.7965250015258789
000000033368__000000403122,tau_0p4,A tennis player in a knee brace gets ready to serve the ball.,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\images\000000403122.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\edges\000000033368.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\outputs\combined_experiments\search_100_conflict\tau_0p4\images\000000033368__000000403122.png,0.05970001220703125,0.7324925065040588
000000033368__000000403122,tau_0p5,A tennis player in a knee brace gets ready to serve the ball.,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\images\000000403122.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\edges\000000033368.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\outputs\combined_experiments\search_100_conflict\tau_0p5\images\000000033368__000000403122.png,0.060146331787109375,0.7024745941162109
000000033368__000000403122,tau_0p6,A tennis player in a knee brace gets ready to serve the ball.,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\images\000000403122.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\edges\000000033368.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\outputs\combined_experiments\search_100_conflict\tau_0p6\images\000000033368__000000403122.png,0.05567169189453125,0.687239408493042
000000033368__000000403122,tau_0p75,A tennis player in a knee brace gets ready to serve the ball.,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\images\000000403122.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\edges\000000033368.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\outputs\combined_experiments\search_100_conflict\tau_0p75\images\000000033368__000000403122.png,0.06439971923828125,0.6935210227966309
000000035279__000000395388,naive_combined,A lot of people walking around and looking at animals.,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\images\000000395388.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\edges\000000035279.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\outputs\combined_experiments\search_100_conflict\naive_combined\images\000000035279__000000395388.png,0.18304061889648438,0.47401857376098633
000000035279__000000395388,tau_0p25,A lot of people walking around and looking at animals.,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\images\000000395388.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\edges\000000035279.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\outputs\combined_experiments\search_100_conflict\tau_0p25\images\000000035279__000000395388.png,0.2612113952636719,0.6297246813774109
000000035279__000000395388,tau_0p4,A lot of people walking around and looking at animals.,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\images\000000395388.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\assets\data\coco2017_midway\edges\000000035279.png,C:\Users\hanfield\PROJECTS_C_DISK\CMU_Courses\10623_generative_ai\Project\outputs\combined_experiments\search_100_conflict\tau_0p4\images\000000035279__000000395388.png,0.220184326171875,0.6787921190261841
